,words,absolutism,administrativ,akademi,allmoge,allmän,allmänna,alternativ,amerikanism,anakronism,anarkism,annan,annorlunda,antagonism,antisemitism,arkiv,artikel,assosiera,ateism,autonomi,avtal,barbarism,befattningshavare,begrepp,bilda,bonapartism,byråkratism,byta,central,cesarism,chauvinism,dagstidning,del,dela,delstat,delta,demokrati,demokratism,despotism,diskutera,dogmatism,dynastisk,ekonomi,ekonomisk,epok,era,europa,europeisk,fanatism,fatalism,federalism,fennicism,finans,finland,finlandism,finländare,finländsk,finne,finsk,finska,folk,folkrepresentation,form,formalism,fred,fråga,furstendöme,förbi,fördrag,förena,föreställning,författning,förhandla,förra,försvara,förvaltningssystem,förändring,gemensam,general,gensaga,geografisk,gestalt,grundlag,gräns,gränslandet,gränslinje,gudasaga,hertig,hertigdöme,hisoriograf,historia,historie-,historieskrivning,historiker,historisk,human,humanism,huvud,härskare,hävdateckning,idea,idealism,ifrågasatta,imperialism,imperium,indifferentism,individualism,inre,inrikes,integritet,intellectual,intern,intresse,invändning,invånare,jämförelse,jämlikhet,karelare,karelen,karelsk,karta,katolicism,kejsardöme,kejsare,kejserling,klerikalism,knutpatriotism,kombinera,kommunism,koncept,konservatism,konstitution,konstitutionalism,kontroversiell,kosmopolitism,krig,kultur,kung,kynne,lag,land,landområde,landtag,liberal,liberalism,lokal,lokalpatriotism,makt,marskalk,materialism,medborgare,medeltid,medlem,militarism,mobilisering,modern,monark,mynt,myt,napoleon,nation,naturalism,nature,nepotism,nihilism,nordiska,nutida,nyhetstidning,offentlig,officiell,olik,område,omtvistad,orts-,panslavism,paragraf,parlament,parlamentarianism,parlamentarisk_regering,partifanatism,partikularism,patriotism,pengar,penning,period,pest,pietism,polism,politik,positivism,princip,protektionism,protest,provins,publicera,radikalism,rationalism,realism,regel,regent,regering,regeringsform,region,representation,republikanism,res_publica,retorik,retorisk,rike,riksdag,risk,ryska,ryss,ryssland,rätt-,rättighet,samarbete,samband,samfund,samhällelig,samhället,samhällsform,sankt_petersburg,schism,sedel,sekel,sekterism,senat,separatismen,servilism,självstyrelse,skandinavien,skandinavism,skapa,skede,skepticism,skilja,slant,social,socialism,språk,språkdualism,språkfanatism,stat,statsform,statsorganism,statsskick,status,storfurstendöme,styre,styresman,ställning,stånd,stödja,stötta,suverän,suveränitet,svenska,sverige,swensk,system,talet,territorium,terrorism,tid,tidig,tidigare,tidstrogen,tjänsteman,trakt,tsar,tvistig,underståte,universitet,utforma,utilitarism,utvecklad,utverka,valuta,vandalism,vaxlä,vetenskap,välde,ämbetsman,århundrade,åsikt,överenskommelse,överlåta,year
1933,9157889,0,362,1123,21,23115,7239,739,0,0,0,7856,466,1,13,585,484,2,0,2,2850,2,4241,345,1554,0,2,310,2690,0,1,7,109903,32195,5,2197,1989,0,0,559,2,0,6346,5531,31,50679,159,136,2,0,0,0,3919,311,0,2,2,6056,163,115,8808,12,8479,6,3866,41217,0,2941,202,1524,292,1694,63,1562,355,2,1476,2250,1302,63,103,192,1252,5813,0,34,0,24,0,0,337,180,5,1,410,233,2,12880,5,0,35475,0,1253,10,4,1,2,780,74,6,0,8080,4593,567,129,1572,9,0,0,0,585,1,4,10,0,0,0,114,73,36,30,0,0,0,0,4029,1122,40094,48,152587,60995,4,0,175,25,2863,0,3155,38,2,567,23,2756,56,72,543,60,413,7,14,3738,0,123,0,0,100,69,1,1835,358,8150,8415,18,14440,0,1805,468,116,3,0,0,2,863,1598,1458,44,0,605,1928,0,3280,14,157,278,97,5,0,0,2621,289,6290,568,12,261,0,0,0,16,5553,40709,5941,168,319,210,52566,519,497,2971,0,144,1444,3,0,3,499,49,1,21,0,0,23,5,0,1629,266,2,957,157,6373,90,2939,0,0,69665,1,0,60,25,0,28944,11,13103,28762,1284,14,21,7,6148,4008,8080,2884,6245,9,1,45928,6276,4000,0,848,8615,6654,40,0,1835,378,0,110,496,574,0,463,941,494,95,50,1159,1458,294,1933
1934,9291010,0,520,697,4,22613,6931,1135,0,0,0,8395,476,1,0,472,767,2,3,0,5011,1,4685,565,1681,0,4,289,3894,0,0,2,108474,31749,12,2238,1525,0,0,571,3,0,5709,5143,100,53219,119,81,4,0,0,0,3400,377,0,0,2,6280,204,147,6348,18,8182,3,3991,43019,0,3145,295,1559,191,2089,77,1711,327,17,1371,1910,1742,74,75,199,545,5220,0,32,0,15,0,0,206,186,5,4,299,293,14,11887,3,0,37530,5,1161,2,0,0,4,859,77,6,0,9166,5038,528,168,1323,14,0,0,0,532,2,0,11,0,0,0,108,28,42,11,0,0,0,0,2248,489,40761,47,157190,62201,5,0,152,49,2694,0,3772,50,12,724,20,2510,26,104,701,7,379,4,10,2854,0,316,0,1,147,78,0,2213,403,7867,7994,31,14978,0,2038,302,66,3,0,0,2,985,1127,1625,20,0,751,1861,0,3274,6,169,267,84,6,1,2,2581,292,4855,414,3,300,0,0,0,6,6005,40583,6304,180,922,735,56603,685,596,3083,0,179,1771,3,0,0,389,32,0,26,0,0,86,8,3,1836,202,0,940,154,5874,72,3019,0,0,70435,3,0,26,22,0,29758,67,15730,30681,1145,3,27,7,7191,3625,9166,3056,6936,38,3,48014,6671,4457,0,1985,10143,6449,36,0,1281,456,0,132,579,519,1,451,774,631,131,47,967,1036,348,1934
1935,8723132,0,345,1167,19,20529,7449,633,0,0,0,7371,408,0,0,1248,692,1,0,2,3621,0,5765,477,1433,0,7,225,3332,0,3,2,108039,32142,3,2256,1249,0,3,473,1,0,6152,5465,10,50331,177,174,1,1,0,0,3283,319,0,1,6,5592,461,325,10671,13,7340,8,4146,40388,1,3054,233,1360,192,1894,42,1380,257,0,1470,2285,1557,63,91,190,283,5724,0,41,0,18,0,0,322,179,18,3,684,217,9,13398,4,0,34627,4,1132,5,0,0,9,761,122,3,1,8580,5038,490,262,1605,16,0,1,0,661,0,0,7,0,0,0,97,9,16,11,0,0,1,0,2875,778,39392,42,154904,59961,4,1,90,7,3427,1,2741,62,7,586,21,1746,31,95,625,5,511,16,2,3055,0,135,1,1,257,59,0,1248,324,7536,8658,17,14227,0,1799,371,65,2,0,0,5,618,1754,1175,93,0,425,1439,0,3305,3,146,394,85,2,0,0,2685,287,5150,250,17,398,0,0,1,5,5692,37029,6025,67,150,72,53516,591,575,3212,0,188,1039,2,0,1,464,28,0,19,2,0,31,15,0,1469,261,2,795,166,4761,63,2980,0,0,71257,0,0,21,24,1,28886,40,15950,27708,907,1,13,6,6577,4282,8580,2444,6074,8,0,41538,6322,4271,0,1747,8001,6007,25,0,1973,374,0,119,472,324,0,461,800,438,51,29,884,840,178,1935
1936,11745939,0,825,1375,49,26280,9411,1750,0,0,0,9692,573,4,11,1166,524,4,1,6,5366,2,5403,510,2587,0,4,324,5983,0,1,0,140488,38892,9,3325,2084,0,1,632,1,0,7341,6320,65,76741,332,229,4,0,0,0,3319,438,0,0,0,7722,403,272,16151,43,11736,7,7259,54198,0,3751,102,2026,233,2444,104,1653,393,6,2218,2848,2889,89,156,320,1115,7330,0,26,0,26,0,0,346,287,15,14,586,282,7,16094,4,0,47402,3,1384,11,1,0,0,1436,123,15,0,9986,6201,727,301,1969,22,0,1,3,935,0,2,10,0,0,0,250,51,40,39,0,0,0,0,7026,1114,48680,45,201169,82713,9,1,169,28,4656,1,4683,59,3,830,55,2900,122,686,1122,58,255,13,14,4866,0,137,0,3,296,116,0,2156,401,11124,12354,27,20033,0,2236,480,84,6,0,0,10,553,1338,2288,23,0,790,1933,0,4737,6,202,499,144,9,1,1,3783,402,5592,556,35,491,1,0,2,7,7748,45207,7891,137,433,240,67962,1108,1024,4734,0,240,1621,8,0,7,198,68,0,23,0,0,147,13,3,3326,364,2,1163,124,8656,64,3843,0,0,84040,4,0,76,22,0,37314,58,20148,39234,959,3,40,28,7862,5238,9986,3021,9889,51,1,61871,8997,6049,0,1765,11346,8441,41,0,1744,629,1,167,974,303,0,545,1483,600,139,71,1296,1555,367,1936
1937,10803303,3,579,1283,36,24777,9455,1240,0,3,0,9531,479,0,0,1116,553,2,0,2,4305,1,7258,509,2328,0,7,362,5444,0,0,1,134154,38118,17,3666,1157,0,0,516,0,4,6911,6071,42,64506,211,201,5,1,0,0,2821,310,0,0,8,7106,176,97,13286,14,10050,7,5285,52014,0,3415,109,1737,275,2135,132,1663,190,1,2036,2297,1939,66,83,281,831,7414,0,43,0,22,0,1,550,601,20,9,529,350,8,15456,6,0,41993,5,1534,0,1,1,2,1359,71,14,0,8849,5231,619,229,2023,11,0,1,0,1631,0,2,5,0,0,0,189,3,22,16,0,0,0,0,3196,1178,46195,17,192137,74786,3,0,134,32,4934,0,3590,39,1,727,38,2426,4,199,1281,12,312,6,5,3094,0,191,0,0,228,141,0,1382,393,10325,12176,16,16387,0,2637,245,30,2,0,0,1,562,3006,1950,27,0,790,1595,0,4935,1,144,657,137,1,2,0,3872,461,4073,394,38,345,0,0,1,4,6610,43034,7038,69,221,72,67054,746,903,4732,0,259,1405,3,0,2,298,47,0,27,0,0,73,19,0,1718,206,0,1016,270,8002,20,3395,0,0,82575,0,1,10,14,0,42198,59,18792,37256,911,5,28,20,6660,4347,8849,4991,8206,31,0,58367,8481,5865,0,1909,13366,8403,65,1,2201,581,0,151,408,499,2,631,1306,558,98,68,934,1805,360,1937
1938,10266507,2,585,1923,30,24284,8305,1351,0,0,0,7980,549,0,1,1233,651,2,0,4,4224,0,6176,536,2294,0,6,314,4385,0,1,3,132912,37921,19,3599,912,0,1,563,0,0,6613,5500,33,61058,191,128,4,0,0,0,3220,300,0,8,36,6441,245,141,11699,17,10437,2,4669,49931,0,3183,151,1781,202,1990,69,1172,223,17,1864,2837,1551,76,105,225,893,7167,0,50,1,28,0,0,299,203,18,8,605,291,6,15314,7,0,38268,1,1461,3,0,0,7,1351,54,7,0,9247,5480,599,269,1766,11,0,0,0,1087,0,2,5,0,0,0,155,16,14,13,0,0,0,0,3334,882,46469,39,184751,70044,6,0,85,12,5020,1,3990,82,1,848,26,2617,4,252,1042,11,220,13,23,4402,0,107,0,0,895,112,0,1465,285,10286,12526,14,15182,0,2194,221,18,0,1,0,1,498,1577,2004,48,0,743,1544,0,4442,8,65,599,107,0,1,0,3585,502,3334,450,127,426,0,0,10,11,5302,40196,8159,85,254,90,64762,842,1124,4513,0,277,1188,4,0,0,354,87,0,15,0,0,45,12,10,1709,171,0,824,183,5876,21,3479,0,0,83644,1,0,28,22,0,38099,51,17215,35890,919,1,44,24,7213,4679,9247,3630,7672,69,0,54280,7635,5272,0,1906,10571,8213,52,0,3431,610,0,127,481,230,0,507,1812,599,124,59,659,1328,334,1938
1939,11732073,0,566,1404,34,27901,9942,1274,0,0,0,9719,596,0,26,1626,396,4,0,8,6384,0,6633,450,2387,0,3,403,4382,0,0,3,147466,43989,29,3586,999,0,0,661,0,0,7137,6141,13,70199,279,236,3,1,0,0,4223,760,0,0,6,8188,615,452,13522,16,10975,8,5919,57270,1,3569,123,2185,224,2232,74,1482,271,4,1825,2650,1516,64,148,288,304,8091,0,37,0,18,0,0,200,159,9,3,566,262,0,16288,1,0,42698,0,1691,0,2,0,3,1193,80,8,1,10320,6049,679,244,1833,10,1,1,1,1051,0,1,13,0,0,0,191,1,16,11,0,0,1,0,9493,775,54528,27,204408,83504,1,1,95,4,5186,1,5005,92,1,514,17,1446,13,876,1249,7,273,24,1,4590,0,70,1,1,337,128,0,1598,310,11611,12790,6,17480,0,2502,184,19,1,0,0,2,748,1653,1962,32,0,543,1749,0,4455,4,99,1588,93,1,0,1,4002,488,5107,392,31,568,0,0,0,9,7817,47807,10043,68,247,130,67346,804,908,5338,0,225,1243,0,0,1,306,84,0,20,0,0,114,12,0,2195,292,3,1222,268,5320,10,3936,0,0,93966,1,0,12,41,0,40174,133,21891,40609,1129,4,42,31,7935,5596,10320,3711,8941,27,0,67500,9055,6005,0,3132,9296,8049,37,0,3023,726,0,108,477,958,1,549,1104,581,88,32,1118,1605,357,1939
1940,8725999,0,423,728,31,19730,6446,921,0,0,0,7505,508,0,0,619,306,1,0,0,3758,1,3381,622,1355,0,5,190,3432,0,3,14,112837,34249,3,3444,1130,0,0,472,0,0,5084,4494,17,49531,245,130,4,0,0,0,4426,1616,0,1,82,5883,747,523,10405,24,8889,4,5555,41977,1,2876,39,1474,271,2144,99,1210,234,1,1337,2238,1151,76,61,195,1491,5933,0,34,0,17,0,0,125,172,4,4,397,164,12,12351,8,0,30986,1,1132,14,0,0,1,781,153,14,0,8084,4121,495,163,1589,12,8,8,10,976,0,1,2,0,0,0,110,42,5,13,0,0,0,0,15348,817,43924,12,161937,61414,2,0,68,16,2966,0,5132,39,1,619,13,1581,6,777,840,6,174,8,15,2403,0,57,1,0,307,52,6,1130,206,7763,10477,15,14478,0,1763,191,22,1,0,0,5,637,2140,1596,12,0,324,1781,1,3431,0,160,257,86,10,0,2,2603,20,6129,846,34,261,0,1,0,6,7991,41069,7410,293,390,201,48052,688,584,3738,0,126,831,3,0,0,396,53,0,23,0,0,44,47,1,1474,243,1,798,163,4133,22,3127,0,0,74739,4,0,95,19,1,30143,222,15813,30685,634,5,27,16,6191,4318,8084,2262,6066,56,0,45684,6566,4466,0,1085,7639,6104,86,0,1379,487,0,78,417,538,4,340,524,430,158,33,1097,1010,323,1940
1941,8833986,3,480,1006,11,19112,6997,1199,0,0,0,7084,347,0,0,815,113,0,0,0,2201,0,4105,367,1533,0,5,217,4970,0,0,1,113685,34441,15,3235,838,0,0,572,0,0,4906,4228,13,50235,102,57,2,1,0,0,3284,464,0,3,13,5839,309,187,11487,19,8422,4,4686,41744,0,2356,4,1639,198,2262,21,1385,303,1,1430,2063,976,55,68,192,899,6253,0,28,0,18,0,0,136,122,5,3,299,121,3,13022,0,0,32604,0,999,0,0,3,2,721,95,5,0,6194,3686,481,150,1767,16,0,3,1,642,2,0,2,0,0,0,109,31,12,12,0,0,1,0,10936,725,42580,10,163732,58237,2,0,32,6,3812,1,3799,70,9,551,17,1783,6,439,817,2,127,12,12,1650,0,79,0,1,443,54,0,963,183,8383,10398,11,15053,0,1395,134,11,0,0,0,2,677,2030,1590,56,0,304,1462,0,3653,0,51,382,98,1,1,2,2929,4,3399,578,33,133,0,0,0,5,5204,38661,8018,56,104,50,46793,591,732,4000,0,154,1040,4,0,0,243,22,0,16,0,0,29,3,0,1713,219,0,757,139,4417,10,2624,0,0,75143,3,0,64,9,0,31578,27,13971,29045,655,2,8,5,5002,2975,6194,2766,6571,6,0,49884,6825,4699,0,1724,6886,5511,17,0,1398,531,0,60,276,271,0,414,861,453,69,43,560,907,246,1941
1942,10782204,1,595,1405,4,24710,9017,1444,0,2,1,10378,481,1,7,1767,141,0,0,1,3791,0,5063,582,2569,0,4,389,5862,0,0,3,140860,41648,11,3913,664,0,0,696,0,1,6402,5499,19,65284,63,69,1,0,0,0,3529,412,0,0,8,7966,298,202,12829,18,10281,4,5645,52735,0,2794,10,1916,237,2511,76,1416,509,8,1888,2661,1472,99,99,258,539,8021,0,22,0,18,0,0,197,128,5,4,602,211,3,15813,1,0,37492,0,1152,1,0,1,4,1018,131,7,0,6845,5053,699,256,2355,7,0,3,1,764,0,0,1,0,0,0,119,21,48,19,0,0,4,0,13224,1060,48343,87,193384,69863,2,0,22,2,6243,6,3927,88,0,434,43,2377,3,637,870,4,454,2,2,2150,0,75,0,2,197,81,4,1482,152,10870,13818,12,18768,0,2374,117,5,0,0,0,7,677,2839,2686,17,0,732,1059,0,4397,0,79,444,123,1,0,0,4319,129,3076,523,88,307,0,0,0,9,5762,38608,8968,44,833,70,76876,577,801,5593,0,144,1127,1,0,3,478,48,0,29,0,0,160,1,0,2018,386,0,1005,178,5117,6,3546,0,0,77207,1,0,28,18,0,34870,64,19910,37366,660,3,14,2,5467,3476,6845,3402,9243,15,0,61548,8568,6047,0,1650,13646,7729,41,0,1981,730,0,101,339,291,0,493,1581,498,75,47,611,957,279,1942
1943,11334921,0,945,1411,25,25801,9876,1468,0,0,0,9097,552,0,27,1372,125,0,0,0,5272,0,5348,545,2109,0,8,341,7093,0,0,8,148230,44588,5,3956,616,1,2,800,0,0,7506,6527,14,69935,88,51,0,0,0,0,4340,496,0,0,30,7777,237,177,11002,26,11813,5,6315,54994,0,3121,26,1773,296,2647,74,1504,244,0,1887,2840,1594,44,122,216,398,8816,0,34,1,20,0,0,185,135,9,4,345,351,2,15817,1,0,41350,0,1237,0,0,0,1,1233,116,0,0,8924,5493,601,266,2168,19,0,2,3,896,0,0,0,0,0,0,147,13,15,20,0,0,2,0,14541,916,50917,71,196624,76701,1,0,42,4,5695,1,3869,64,0,747,21,1530,11,498,1154,46,220,2,7,2167,0,105,1,0,365,70,0,1272,197,11929,14733,7,18679,0,1893,110,7,1,0,0,1,752,1673,3189,8,0,592,1863,0,5274,0,81,461,187,7,0,3,3937,4,3007,449,55,492,0,0,1,6,6495,41768,9271,39,471,37,69376,467,1204,5541,0,151,1408,4,0,0,530,32,0,23,0,0,64,2,0,2338,375,3,892,152,7010,4,3947,0,0,87771,2,0,13,12,0,43438,173,20521,39421,827,4,10,2,7113,4422,8924,3716,10508,55,0,66481,9406,6709,0,1665,9982,7448,37,0,2048,845,0,99,356,286,1,469,1550,639,53,48,782,1544,322,1943
1944,10793235,1,868,1171,26,25015,8858,1452,1,0,0,9190,409,0,0,1427,103,1,0,0,4182,0,4919,595,2252,0,7,424,6142,0,0,2,136486,40096,17,3746,822,0,0,726,0,0,7236,6213,10,63983,170,66,3,1,0,0,3733,411,0,2,4,7220,258,209,13527,7,10301,10,5946,52085,0,3510,17,1669,289,1739,83,1238,159,0,1754,2724,1445,81,122,204,379,7493,1,27,0,16,0,0,162,118,8,0,519,265,0,15041,0,0,36761,1,988,1,1,0,0,1314,107,6,0,8273,4947,721,241,1989,5,0,6,1,637,1,0,3,0,0,0,163,13,10,13,0,0,0,0,12347,1062,46106,26,206955,72849,2,0,58,12,6952,1,3758,80,1,788,72,1714,4,197,949,59,262,9,1,2258,0,79,0,3,511,94,2,1193,196,10860,12865,12,18025,0,2571,72,1,0,0,1,1,670,2133,2570,74,0,937,2177,0,4514,0,59,467,102,1,0,0,4148,0,3036,556,62,299,0,0,1,1,5463,41313,8749,70,136,75,65811,472,1335,5346,0,202,1187,3,0,0,379,24,0,85,0,0,104,5,0,2158,421,0,1367,99,6758,16,3570,0,0,81615,1,0,9,25,0,41156,67,19280,36755,699,5,24,10,6470,4448,8273,3161,10426,12,0,59891,9123,6571,0,1025,9732,7102,41,0,1963,780,0,101,384,346,5,457,1623,513,72,42,628,1110,334,1944
1945,13455750,0,978,2161,31,30740,10699,2206,0,2,0,11534,528,0,0,2119,396,12,0,1,5449,0,6051,1065,2696,0,12,483,8545,0,0,8,162957,46169,9,4313,1586,0,1,1030,3,0,9397,8180,24,86116,286,114,2,0,0,0,4665,427,0,1,4,8848,344,262,17154,20,15066,8,7395,66756,0,4297,286,2378,523,2302,102,1596,325,1,2362,3261,1586,82,195,323,474,9272,0,34,1,16,0,1,343,212,21,12,801,507,4,19177,4,0,49404,1,1229,11,0,0,0,1448,137,7,0,11599,7042,863,407,2664,15,0,1,0,852,0,0,7,0,0,0,433,8,18,21,0,0,2,0,15117,1582,53749,20,226904,92787,3,0,104,10,8536,0,4741,130,3,868,31,1936,2,251,1306,6,227,10,14,4027,0,90,0,1,456,121,0,1477,265,14639,15761,20,24055,0,1787,281,17,2,0,0,3,927,1903,3241,189,0,1041,2713,0,6277,2,267,536,142,22,1,5,5370,0,4401,651,168,456,0,0,0,8,6958,47752,12821,249,274,166,81665,783,1322,7158,0,439,2325,9,0,3,581,55,0,37,0,0,69,20,0,3012,533,1,1125,159,10865,72,4398,0,0,100612,4,0,15,33,0,49837,395,28576,48821,976,2,32,11,9493,6584,11599,5357,12066,128,0,77548,11864,8417,0,1763,14670,11428,37,0,2376,1035,0,153,591,393,0,552,2126,691,94,57,1346,2079,363,1945
1946,12953966,0,1226,2192,8,30805,10544,2456,0,0,0,9714,421,0,22,1961,702,1,0,3,7422,0,7306,524,2573,0,8,394,7698,0,0,12,167435,45823,44,4282,1574,0,0,1252,0,0,9630,8381,42,86361,249,175,1,0,0,0,6207,310,0,0,1,8285,361,256,17841,24,14176,23,7351,63506,0,3887,54,2015,293,2444,185,1453,313,4,2266,3057,2259,49,207,238,333,9721,0,34,0,25,0,0,246,219,34,10,493,370,2,18902,0,0,46763,4,1157,3,0,0,1,1448,173,10,0,11622,6154,739,681,2343,23,0,0,0,1265,0,0,0,0,0,0,254,14,24,11,0,0,5,0,12181,997,52559,15,223867,82946,4,2,126,21,8190,0,4546,53,1,844,23,3690,0,285,1127,15,162,13,0,5353,0,80,0,3,302,87,0,1427,341,13399,14557,9,22287,0,1764,175,12,0,0,0,0,726,4981,2910,87,0,833,2882,0,6801,7,88,610,153,2,0,8,4509,1,6621,628,209,408,0,0,0,7,7221,45288,13326,507,496,331,70304,612,1348,6910,0,299,1718,3,0,3,276,30,1,32,0,0,226,9,0,2668,444,3,1074,222,10866,79,4324,0,0,100662,0,0,11,28,0,50329,78,23326,44092,708,1,49,27,8718,6689,11622,4356,12108,25,0,71472,11613,8274,0,1882,7907,9960,53,0,3165,1020,0,141,437,513,0,543,2674,567,98,35,1016,2393,297,1946
1947,11821316,0,1413,2031,10,29044,12458,1761,0,0,0,9636,474,1,6,1410,1250,9,0,1,5534,0,7054,562,3008,0,5,489,6734,0,0,10,150352,41963,43,3897,1408,0,0,971,0,0,9562,8001,19,78837,133,174,2,0,0,0,4755,239,0,5,24,7785,282,193,13254,23,12931,4,5017,57814,0,3003,81,2110,250,1921,125,1359,229,1,2186,3169,2725,63,135,232,326,8630,0,35,0,88,0,0,631,262,27,13,631,856,1,16973,2,0,39603,2,909,0,0,0,0,1703,277,6,0,10347,5442,745,368,2184,26,0,0,0,1125,0,0,2,0,0,0,366,19,21,4,0,0,2,0,6964,964,49399,8,208573,74022,0,3,97,9,6275,0,3611,68,0,1061,25,1923,0,192,1141,7,395,22,1,4882,0,69,0,0,475,73,0,1644,313,11735,16104,12,19657,0,1719,249,14,0,0,0,0,807,1875,2155,16,0,631,3505,0,5719,2,69,617,219,3,0,5,4387,282,7701,479,1010,584,0,2,0,10,6121,39992,10753,137,180,94,71602,606,1228,6202,0,284,1643,1,0,1,501,37,0,47,0,0,84,6,0,2385,382,0,1021,706,9975,36,4289,0,0,90471,0,0,14,18,0,45087,39,22971,41784,1038,4,8,4,7996,6143,10347,4162,11053,60,0,61542,10112,7087,0,2964,7220,10383,65,0,3886,1077,0,88,532,1232,0,478,3399,508,40,28,950,2392,320,1947
1948,11864011,1,1294,998,5,30966,10206,1794,0,1,0,10527,507,1,3,1209,1311,3,0,0,5633,0,4542,916,2755,0,4,544,5968,0,0,36,145088,37475,37,4293,2173,0,1,1298,2,0,11539,9820,9,78920,834,823,2,0,0,0,4385,233,0,0,2,7923,101,75,13413,36,13869,9,5968,56546,3,3585,154,1671,385,2414,141,1662,326,0,2218,3371,1633,82,142,180,1045,10314,0,23,0,24,1,0,317,195,29,3,345,251,0,14777,3,0,46256,3,783,19,3,1,1,1231,845,45,0,11097,5898,732,358,1705,22,0,0,1,705,0,0,3,0,0,0,327,159,30,32,0,0,16,0,12798,815,45989,26,213128,73064,2,0,146,21,5101,2,5633,42,1,857,17,2506,5,229,1134,15,288,82,0,4086,0,116,0,0,413,127,81,1773,297,11866,15122,14,14499,0,3677,283,19,1,0,0,2,1014,2718,2464,17,0,800,4651,1,6075,0,103,601,174,0,0,4,4717,326,9207,927,243,747,1,0,0,11,9517,37721,9815,251,361,174,79969,749,2066,5506,0,246,1240,4,0,2,819,45,0,43,0,0,96,37,2,2928,354,3,1052,146,7878,78,3338,0,0,81006,1,0,58,21,0,38918,165,19695,42827,738,2,68,57,8270,7402,11097,3994,10472,42,1,68671,10851,7570,0,2470,18411,9882,40,1,2061,1171,0,117,393,2519,0,558,1528,515,334,41,1132,3090,429,1948
1949,8766155,0,795,1172,5,21895,6558,1010,0,0,1,6751,337,0,2,730,900,10,0,1,3823,0,4622,471,1833,0,1,321,3546,0,1,10,105352,27336,30,3013,1301,0,0,1052,0,0,7759,6569,11,57132,730,297,0,0,0,0,3256,338,0,1,2,4908,175,124,8837,37,9794,13,3659,41888,0,2224,58,1273,321,1721,123,1212,284,3,1706,2030,1529,40,89,118,562,6815,1,16,0,17,1,0,202,128,23,4,291,320,0,12450,2,0,30886,0,515,22,1,0,2,1090,996,12,3,8559,4185,547,249,1344,26,0,0,3,766,4,0,4,0,1,0,260,71,85,25,0,0,2,0,4981,857,33241,14,149274,50717,7,0,214,32,3679,0,3281,25,2,501,13,1774,0,135,1090,3,165,17,2,3386,0,57,0,0,394,64,42,1163,231,8853,10937,12,11934,0,1498,151,8,1,0,0,6,817,1516,1488,27,0,884,3835,0,4149,2,63,258,96,1,0,1,2828,265,5503,625,201,652,0,0,1,9,6237,31049,7808,137,284,150,53550,450,1149,3958,0,170,1140,0,0,1,566,32,1,47,0,0,47,111,2,1968,210,3,835,58,5360,103,2525,0,0,66113,0,0,19,54,0,29561,107,14887,31171,604,6,30,22,6563,4894,8559,3383,7394,61,0,45579,8014,5723,0,1046,6955,6561,19,0,1823,680,0,84,297,1407,0,315,1684,432,49,36,739,1372,294,1949
1950,10839764,0,864,1225,44,29297,9581,1551,0,2,0,8335,409,0,0,776,2796,3,3,1,7587,0,2566,704,2349,0,9,389,5362,0,0,11,128690,33844,53,3818,2278,0,1,1335,2,1,9115,7606,20,73991,737,453,3,0,4,0,4966,452,0,1,18,5779,226,176,15201,18,15613,9,4847,49144,2,3018,485,1494,359,1648,169,1269,440,5,2103,2388,1874,57,172,250,272,10123,0,76,1,23,5,0,382,201,35,17,428,467,3,14145,1,0,41852,0,624,18,1,0,2,1428,1202,16,1,14624,5988,696,204,1694,49,0,1,2,684,6,0,1,0,2,0,302,102,38,15,0,0,13,0,4730,970,38200,20,172814,64002,1,0,407,38,4507,0,2853,17,0,1617,49,5003,0,176,1273,4,203,12,10,6270,0,177,0,0,407,91,8,1422,439,11873,15369,15,16102,0,1404,201,8,0,0,0,1,1092,2357,2477,10,0,286,3398,1,6621,1,79,416,168,9,1,11,4937,380,5287,341,186,440,0,0,1,11,7615,32426,9582,279,368,185,58618,809,1489,5211,0,200,1453,4,0,1,444,60,0,35,0,0,77,50,0,2463,305,1,979,201,7924,89,4468,0,0,78527,1,0,7,36,0,34390,64,16815,35153,682,11,97,80,10576,7734,14624,5248,10720,97,0,58407,9874,6804,0,1026,7420,9253,42,0,2120,1122,0,181,989,2370,0,523,1572,557,35,77,1063,2606,214,1950
